ID,SENTENCE,CATEGORY,ASPECTS,ASPECT CATEGORY,SENTIMENT,ASPECTS_WITH_ASPECT_CATEGORY,ASPECTS_WITH_ASPECT_CATEGORY_AND_SENTIMENT
286171,my friend and i were waiting to board our train and decided to have breakfast at lou mitchell s,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-NEUTRAL
286171,wow what a great decision,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286171,a soon a we entered the restaurant a very nice lady offered u a donut hole which wa delicious,"FOOD, STAFF","['TASTE', 'GENERAL']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'SERVICE-GENERAL']","FOOD-TASTE-POSITIVE, SERVICE-GENERAL-POSITIVE"
286185,incredibly helpful friendly staff,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
286185,i placed a catering order and it wa perfect and ready on time,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
286185,i will be back,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286191,this wa my first visit to this cafe and i loved the history and tradition that greets you a you walk in the door,"SERVICE, RESTAURANT","['ATMOSPHERE', 'BEHAVIOUR']","['RESTAURANT', 'SERVICE']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'SERVICE-BEHAVIOUR']","RESTAURANT-ATMOSPHERE-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
286191,we were offered a warm donut hole a we entered and were given milk dud when seated,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
286242,this wa our second time to eat here,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286242,we are traveling on amtrak and an amtrak employee recommended it,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
286242,it wa fantastic,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286242,it is really good homestyle cooking,FOOD,['KITCHEN'],['FOOD'],['POSITIVE'],['FOOD-KITCHEN'],FOOD-KITCHEN-POSITIVE
286242,it wa so good the first time we decided to eat there again,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286253,we walked in and were immediately handed a free donut hole each,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
286253,that wa awesome,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
286253,we were seated right away at a comfortable table,SERVICE,['GENERAL'],['SERVICE'],['NEGATIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-NEGATIVE
286274,it is a must must,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
286295,we were visiting chicago for a week from australia our first visit and australia doe not have any classic diner,RESTAURANT,['LOCATION'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-NEGATIVE
286341,our server wa fabulous,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
286341,i could go on and on about the food but will highlight that the prune ice cream and donut hole all complimentary were amazing,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286377,old school diner are my thing,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286377,walked in and greeted with fresh warm donut hole,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
286380,this place is great,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
286380,i had the egg and spinach with hollandaise sauce over an english muffin with potato,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286380,it wa outstanding flavorful well prepared but not soggy or greasy,FOOD,"['FLAVOR', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-FLAVOR', 'FOOD-MEAL']","FOOD-FLAVOR-POSITIVE, FOOD-MEAL-POSITIVE"
286413,wa about to give 5 star to wildberry pancake until we visited lous place,FOOD,['MEAL'],['FOOD'],['NEUTRAL'],['FOOD-MEAL'],FOOD-MEAL-NEUTRAL
286434,very friendly staff filled with local and free doughnut hole while we were waiting,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
286434,anyone with social anxiety should ask for a private table so you are not seated at the community table centimeter from other diner,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
286434,a fun spot,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286445,this wa certainly a quirky place,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286445,extremely crowded and noisy table very close together etc,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-NEGATIVE
286445,we got seated for a late morning breakfast and then sat there for over 20 minute before anyone seemed to notice we were there,SERVICE,['WAIT_TIME'],['SERVICE'],['NEGATIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-NEGATIVE
286489,we were excited to try the historic lou mitchell restaurant for breakfast,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
286489,we are glad we did and had a pleasant time experiencing the donut welcome and nostalgic energy,FOOD,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
286489,the food wa fine and filling but not something we would remember,FOOD,"['PORTION', 'GENERAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-GENERAL']","FOOD-PORTION-POSITIVE, FOOD-GENERAL-POSITIVE"
286491,my wife and i were visiting chicago in november 2017,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-NEUTRAL
286491,one of our friend recommended lou mitchell for breakfast,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-NEUTRAL
286491,what a delightful experience,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286491,when we arrived we received our milk dud and our donut hole at the front door by a very enthusiastic greeter,"SERVICE, RESTAURANT","['FEATURES', 'BEHAVIOUR']","['RESTAURANT', 'SERVICE']","['POSITIVE', 'POSITIVE']","['RESTAURANT-FEATURES', 'SERVICE-BEHAVIOUR']","RESTAURANT-FEATURES-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
286493,brisk 2 block walk from union station,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
286578,very quick service and busy place,"SERVICE, RESTAURANT","['ATMOSPHERE', 'WAIT_TIME']","['RESTAURANT', 'SERVICE']","['NEGATIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'SERVICE-WAIT_TIME']","RESTAURANT-ATMOSPHERE-NEGATIVE, SERVICE-WAIT_TIME-POSITIVE"
286578,friendly staff,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
286578,genuine place,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
286578,good food and good size portion,FOOD,"['PORTION', 'GENERAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-GENERAL']","FOOD-PORTION-POSITIVE, FOOD-GENERAL-POSITIVE"
286578,loud indoor,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-NEGATIVE
286622,i have been here a few time and it never disappoints,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286622,usually all coffee taste the same but not theirs,DRINK,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
286622,it is the best,DRINK,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
286622,the weather wa perfect when we were there so we were able to sit outside,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286622,the food wa delicous,FOOD,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
286717,enjoyed a delicious filling breakfast,FOOD,"['PORTION', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-TASTE']","FOOD-PORTION-POSITIVE, FOOD-TASTE-POSITIVE"
286717,i had egg benedict,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286717,my family had made to order omelette,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286717,everything wa wonderful,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
286717,the homemade bread wa incredible,FOOD,"['KITCHEN', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-QUALITY']","FOOD-KITCHEN-POSITIVE, FOOD-QUALITY-POSITIVE"
286718,corned beef hash and egg the week before st patrick s day,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286718,it wa so delicious just a i remembered,FOOD,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
286718,do not miss the donut hole,FOOD,['MEAL'],['FOOD'],['NEGATIVE'],['FOOD-MEAL'],FOOD-MEAL-NEGATIVE
286744,this classic dinner is great,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286744,they have this huge delicious omelette that you must try,FOOD,"['TASTE', 'RECOMMENDATION']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'FOOD-RECOMMENDATION']","FOOD-TASTE-POSITIVE, FOOD-RECOMMENDATION-POSITIVE"
286744,i had mine with one le egg than usual and wa enough,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286744,they have their own bakery which make every choice of bread amazing,FOOD,['KITCHEN'],['FOOD'],['POSITIVE'],['FOOD-KITCHEN'],FOOD-KITCHEN-POSITIVE
286757,a soon a you walk in you are greeted with donut hole,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
286757,we were seated quick and served exceptionally quick,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
286757,food wa awesome,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
286757,great location before hawk game,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
286798,great for breakfast,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286798,they have everything including homemade bread and pastry,FOOD,['KITCHEN'],['FOOD'],['POSITIVE'],['FOOD-KITCHEN'],FOOD-KITCHEN-POSITIVE
286798,place is old but great since 1923,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286828,wa downtown with the wife for a getaway evening and stopped at lou s for breakfast before grabbing the train at union station,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-NEUTRAL
286828,breakfast wa very good a well a the service,"FOOD, SERVICE","['MEAL', 'GENERAL']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-MEAL', 'SERVICE-GENERAL']","FOOD-MEAL-POSITIVE, SERVICE-GENERAL-POSITIVE"
286829,the place ha an old fashioned diner feel which i like and the menu match this,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286866,comming to chicago from europe,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
286866,would recommend this place a this is exactly place like we all seen in american movie,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
286866,food is nice and portion are big will not recommend to victoria secret model but who care about them price are fair,FOOD,"['PORTION', 'PRICE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-PRICE']","FOOD-PORTION-POSITIVE, FOOD-PRICE-POSITIVE"
286895,were here for breakfast this morning waited 10mins for a coffee,FOOD,['WAIT_TIME'],['SERVICE'],['NEGATIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-NEGATIVE
286895,the food wa ok but the hostess wa very rude and abrupt,FOOD,"['GENERAL', 'BEHAVIOUR']","['FOOD', 'SERVICE']","['NEUTRAL', 'NEGATIVE']","['FOOD-GENERAL', 'SERVICE-BEHAVIOUR']","FOOD-GENERAL-NEUTRAL, SERVICE-BEHAVIOUR-NEGATIVE"
286895,when taking payment she cheekily rounded up the total for a bigger tip too,STAFF,['BEHAVIOUR'],['SERVICE'],['NEGATIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-NEGATIVE
286921,we had a couple of hour to kill before getting on the empire builder at union station and this wa recommended to u by a relative,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-NEUTRAL
286921,it is totally an old school cafe restaurant,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286921,if i worked in chicago i would eat here every day,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
286978,if you are from minneapolis then you must try lou mitchell s omelet which are like the lincoln del s,RESTAURANT,"['LOCATION', 'RECOMMENDATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-LOCATION', 'RESTAURANT-RECOMMENDATION']","RESTAURANT-LOCATION-POSITIVE, RESTAURANT-RECOMMENDATION-POSITIVE"
286978,we tried one of these omelet based on a picture and it wa fantastic,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286978,we tried one with salami and cream cheese and it wa wonderful,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286998,lou s is the best deep dish pizza in chicago,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
286998,with 47 location throughout chicagoland find one and go,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
287015,from the minute you walk in you are made to feel welcome,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
287015,you are greeted with a treat and a smile,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
287015,a huge option of food choice it took me some time to decide,FOOD,['PORTION'],['FOOD'],['POSITIVE'],['FOOD-PORTION'],FOOD-PORTION-POSITIVE
287015,and plenty of drink to choose from,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
287024,we now know why it wa rated 1 breakfast in america,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
287024,came for breakfast with 2 kid and were blown away,FOOD,['EXPERIENCE'],['FOOD'],['POSITIVE'],['FOOD-EXPERIENCE'],FOOD-EXPERIENCE-POSITIVE
287024,kid menu wa solid and breakfast menu wa extensive,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
287024,a little pricey but not out of line for chicago,FOOD,['PRICE'],['FOOD'],['NEUTRAL'],['FOOD-PRICE'],FOOD-PRICE-NEUTRAL
287050,in chicago two day came twice,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
287050,great breakfast great choice great service and great price,"FOOD, SERVICE","['PRICE', 'MEAL', 'GENERAL']","['FOOD', 'FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-PRICE', 'FOOD-MEAL', 'SERVICE-GENERAL']","FOOD-PRICE-POSITIVE, FOOD-MEAL-POSITIVE, SERVICE-GENERAL-POSITIVE"
287050,very busy place but well looked after with tasty bit while you wait,"SERVICE, RESTAURANT","['ATMOSPHERE', 'BEHAVIOUR']","['RESTAURANT', 'SERVICE']","['NEUTRAL', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'SERVICE-BEHAVIOUR']","RESTAURANT-ATMOSPHERE-NEUTRAL, SERVICE-BEHAVIOUR-POSITIVE"
287133,we wanted to start our route 66 adventure at the very beginning,RESTAURANT,['LOCATION'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-NEUTRAL
287133,we have known about this iconic restaurant and made a point to get here for a meal before hitting the road,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
287133,it wa sooooo good,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
310529,that mean breakfast or lunch at nooky,FOOD,['MEAL'],['FOOD'],['NEGATIVE'],['FOOD-MEAL'],FOOD-MEAL-NEGATIVE
310529,located in chicago s historic old town neighborhood north of north avenue it is open from 7 to 3 sunday through thursday and 7 to 4 on friday and saturday,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
310529,they specialize in all day breakfast but lunch is a treat too,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
310529,i wa delighted to see that their famous fresh squeezed orange juice is a sweet and delicious a always better than anything i have ever tasted anywhere else even in florida,DRINK,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
310529,maybe that is because they use california orange,DRINK,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
310529,that is how i start my breakfast,DRINK,['EXPERIENCE'],['FOOD'],['POSITIVE'],['FOOD-EXPERIENCE'],FOOD-EXPERIENCE-POSITIVE
310529,then oatmeal with brown sugar raisin and strawberry,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
310529,then traditional egg benedict with two poached egg and canadian bacon on an english muffin with hollandaise sauce and a side order of hash brown,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
310529,meanwhile my wife prefers a belgian waffle with sausage link and a fruit bowl,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
310529,if i am not in a mood for egg benedict which is rare i opt for corned beef hash with two scrambled egg hash brown toast and strawberry jam,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
310529,lunch,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
310529,we start with bowl of cram of chicken rice or tomato pasta or chicken noodle soup,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
310529,i usually have a monte cristo sandwich with ham turkey and swiss cheese on french toast or a monster melt with a large beef patty on grilled rye with cheddar cheese and grilled onion,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
310529,with coleslaw and fry,FOOD,['MEAL'],['FOOD'],['NEUTRAL'],['FOOD-MEAL'],FOOD-MEAL-NEUTRAL
310529,my wife s favorite choice are a turkey and swiss croissant or a hot turkey sandwich open faced with mashed potato and gravy,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
310529,no complaint here,FOOD,['EXPERIENCE'],['FOOD'],['POSITIVE'],['FOOD-EXPERIENCE'],FOOD-EXPERIENCE-POSITIVE
310537,it wa a rainy chicago day,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
310537,we three were tourist looking for a cup of coffee and a quick breakfast,"DRINK, FOOD",['MEAL'],['FOOD'],['NEUTRAL'],['FOOD-MEAL'],FOOD-MEAL-NEUTRAL
310537,the coffee wa great the smokehouse frittata wa better and the 3 crepe were the best,DRINK,['QUALITY'],['FOOD'],['POSITIVE'],['FOOD-QUALITY'],FOOD-QUALITY-POSITIVE
310537,41 85 yum,FOOD,['QUALITY'],['FOOD'],['POSITIVE'],['FOOD-QUALITY'],FOOD-QUALITY-POSITIVE
310537,fresh strawberry fresh blueberry and sweet cream cheese,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
310537,hat off to the chef,FOOD,['KITCHEN'],['FOOD'],['POSITIVE'],['FOOD-KITCHEN'],FOOD-KITCHEN-POSITIVE
310537,the manager greeted u a we entered a switch up from the usual chicago experience,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
310546,good breakfast with pretty standard fare,FOOD,"['PRICE', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PRICE', 'FOOD-MEAL']","FOOD-PRICE-POSITIVE, FOOD-MEAL-POSITIVE"
310546,casual neighborhood location with good service and reasonable price,"FOOD, SERVICE, RESTAURANT","['LOCATION', 'PRICE', 'GENERAL']","['RESTAURANT', 'FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['RESTAURANT-LOCATION', 'FOOD-PRICE', 'SERVICE-GENERAL']","RESTAURANT-LOCATION-POSITIVE, FOOD-PRICE-POSITIVE, SERVICE-GENERAL-POSITIVE"
310557,first time visit,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-NEUTRAL
310557,outstanding food excellent service clean environment,"FOOD, SERVICE, RESTAURANT","['HYGIENE', 'GENERAL', 'GENERAL']","['RESTAURANT', 'FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['RESTAURANT-HYGIENE', 'FOOD-GENERAL', 'SERVICE-GENERAL']","RESTAURANT-HYGIENE-POSITIVE, FOOD-GENERAL-POSITIVE, SERVICE-GENERAL-POSITIVE"
